date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Other Expenses_QTR,Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,"Marketing, distribution and promotional expense_QTR",Operational costs_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Current tax_QTR,Operational Cost_QTR,Depreciation and amortisation expenses_QTR,Marketing distribution and promotional expense_QTR,EPS before Extraordinary items (in Rs)_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Employee Benefit Expenses_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR",Income from Operations_QTR,Profit before Interest and Exceptional Items_QTR,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,"Marketing, Distribution & Promotional Expenses_QTR",Prior Period Items_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Cost of Investment In Sub_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Equity Capital_QTR,Face Value (in Rs)_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Extraordinary Items_QTR,Reserves_QTR,Revenue from Operations_QTR,"Marketing, Distribution and Business Promotion Expenses_QTR",Programming Cost_QTR
2019-11-15,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-19,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-20,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-21,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-22,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-24,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-25,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-26,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-27,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-28,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-29,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-02,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-03,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-05,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-06,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-07,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-08,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-09,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-10,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-11,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-12,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-13,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-14,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-15,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-16,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-17,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-18,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-19,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-20,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-21,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-22,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-23,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-24,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-25,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-26,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-27,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-29,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,"14,253.70",207.70,"14,461.40","-12,200.40",-350.20,-835.90,"-2,099.50",-400.20,"-2,229.40",,"2,261.00",-363.10,"1,897.90","2,051.60",,0.00,0.00,"2,051.60",0.00,"2,051.60",,0.00,"2,261.00","1,897.90",0.00,0.00,0.00,-6.00,0.00,"2,045.60",0.00,0.00,0.00,0.00,0.00,153.70,0.71,0.71,0.71,0.71,Notes,0.71,0.71,-363.10,"-6,285.20",,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,"14,249.30",43.60,"14,292.90","-12,548.90",-328.50,-909.10,"-2,180.40",-376.00,"-1,650.20","-7,104.70","1,744.00",-344.50,"1,399.50","1,418.30",,0.00,0.00,"1,418.30",0.00,"1,418.30",,0.00,"1,744.00","1,399.50",0.00,0.00,0.00,-43.20,0.00,"1,375.10",0.00,0.00,0.00,0.00,0.00,18.80,0.46,0.46,0.46,0.46,Notes,0.46,0.46,-344.50,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,"14,249.30",43.60,"14,292.90","-12,548.90",-328.50,-909.10,"-2,180.40",-376.00,"-1,650.20","-7,104.70","1,744.00",-344.50,"1,399.50","1,418.30",,0.00,0.00,"1,418.30",0.00,"1,418.30",,0.00,"1,744.00","1,399.50",0.00,0.00,0.00,-43.20,0.00,"1,375.10",0.00,0.00,0.00,0.00,0.00,18.80,0.46,0.46,0.46,0.46,Notes,0.46,0.46,-344.50,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,"14,249.30",43.60,"14,292.90","-12,548.90",-328.50,-909.10,"-2,180.40",-376.00,"-1,650.20","-7,104.70","1,744.00",-344.50,"1,399.50","1,418.30",,0.00,0.00,"1,418.30",0.00,"1,418.30",,0.00,"1,744.00","1,399.50",0.00,0.00,0.00,-43.20,0.00,"1,375.10",0.00,0.00,0.00,0.00,0.00,18.80,0.46,0.46,0.46,0.46,Notes,0.46,0.46,-344.50,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,"14,249.30",43.60,"14,292.90","-12,548.90",-328.50,-909.10,"-2,180.40",-376.00,"-1,650.20","-7,104.70","1,744.00",-344.50,"1,399.50","1,418.30",,0.00,0.00,"1,418.30",0.00,"1,418.30",,0.00,"1,744.00","1,399.50",0.00,0.00,0.00,-43.20,0.00,"1,375.10",0.00,0.00,0.00,0.00,0.00,18.80,0.46,0.46,0.46,0.46,Notes,0.46,0.46,-344.50,,,,,,,,,,,,,,,,,,,,,,,,
